"name","synonym"
"If You Think You Know How To Love Me","If You Think You Know How To Love Me"
"Batman Theme","Batman Theme"
"The Boho Dance","The Boho Dance"
"Dream Maker","Dream Maker"
"Shades of Scarlett Conquering","Shades of Scarlett Conquering"
"Cut My Hair","Cut My Hair"
"St. Ides Heaven","St. Ides Heaven"
"The First Noel","The First Noel"
"Mainline","Mainline"
"Tear It Up","Tear It Up"
"I'll Be Waiting","I'll Be Waiting"
"Milk","Milk"
"Edible Autopsy","Edible Autopsy"
"Lovers Game","Lovers Game"
"For You, For Love","For You, For Love"
"It Doesn't Matter","It Doesn't Matter"
"No Night So Long","No Night So Long"
"Piel Canela","Piel Canela"
"Guantanamera","Guantanamera"
"Freedom","Freedom"
"Princes Of The Universe","Princes Of The Universe"
"Brownsville Girl","Brownsville Girl"
"Scarecrow","Scarecrow"
"Hard Times","Hard Times"
"Sophisticated Bitch","Sophisticated Bitch"
"Drug Me","Drug Me"
"The Mystery","The Mystery"
"No Self Control","No Self Control"
"That Voice Again","That Voice Again"
"Reminiscing","Reminiscing"
"Skylark","Skylark"
"Tightrope Ride","Tightrope Ride"
"Dengo","Dengo"
"Human Insecticide","Human Insecticide"
"Your Emotions","Your Emotions"
"The Night Is Still Young","The Night Is Still Young"
"My Friend George","My Friend George"
"Black Night White Light","Black Night White Light"
"Painted Desert","Painted Desert"
"Looking for Love","Looking for Love"
"Who Wrote Holden Caulfield?","Who Wrote Holden Caulfield?"
"It's Not the Night","It's Not the Night"
"Caravana","Caravana"
"Stella By Starlight","Stella By Starlight"
"Can't Stop","Can't Stop"
"Dreamin'","Dreamin'"
"I Know It","I Know It"
"Silent Sorrow In Empty Boats","Silent Sorrow In Empty Boats"
"O Canto da Ema","O Canto da Ema"
"Ain't No Good Life","Ain't No Good Life"
"What Are You Gonna Do","What Are You Gonna Do"
"Sexy Ways","Sexy Ways"
"Air Dance","Air Dance"
"Folhas Secas","Folhas Secas"
"Starless And Bible Black","Starless And Bible Black"
"The Light Dies Down On Broadway","The Light Dies Down On Broadway"
"Wild Hearted Son","Wild Hearted Son"
"As Sure As I Am","As Sure As I Am"
"Maria das Mercedes","Maria das Mercedes"
"O Toque da Concertina","O Toque da Concertina"
"Um Por Todos","Um Por Todos"
"Savage","Savage"
"Morro Velho","Morro Velho"
"Orangefield","Orangefield"
"Running Wild","Running Wild"
"Logunedé","Logunedé"
"Tem Nada Não","Tem Nada Não"
"Blind","Blind"
"All Because Of You","All Because Of You"
"Mining For Gold","Mining For Gold"
"Highway 51 Blues","Highway 51 Blues"
"Doledrum","Doledrum"
"Stealing People's Mail","Stealing People's Mail"
"It's Only Love","It's Only Love"
"I Got Rhythm","I Got Rhythm"
"Walk Me Home","Walk Me Home"
"I Can Make It Better","I Can Make It Better"
"Railroad Man","Railroad Man"
"Stories","Stories"
"Killer Cars","Killer Cars"
"On a Night Like This","On a Night Like This"
"Old Marcus Garvey","Old Marcus Garvey"
"Seven Seas","Seven Seas"
"E Não Vou Mais Deixar Você Tão Só","E Não Vou Mais Deixar Você Tão Só"
"O Retorno","O Retorno"
"Sua Partida","Sua Partida"
"Corra Vagabundo","Corra Vagabundo"
"White Dove","White Dove"
"Peixe Vivo","Peixe Vivo"
"The Last Time","The Last Time"
"It Was Jesus","It Was Jesus"
"Grande Hotel","Grande Hotel"
"Tomorrow Is A Long Time","Tomorrow Is A Long Time"
"We've Got A Good Thing Going","We've Got A Good Thing Going"
"Tumulto","Tumulto"
"Magia Alguma","Magia Alguma"
"Catavento E Girassol","Catavento E Girassol"
"You've Got A Friend","You've Got A Friend"
"Florentina","Florentina"
"If I'm Wit You","If I'm Wit You"
"Deep Blue","Deep Blue"
"Cantar","Cantar"
"Shades","Shades"
"Heaven Only Knows","Heaven Only Knows"
"Truckin'","Truckin'"
"Evil","Evil"
"Listening Wind","Listening Wind"
"Stereo Sanctity","Stereo Sanctity"
"Siberian Khatru","Siberian Khatru"
"Warheads","Warheads"
"Candle","Candle"
"Saviour's Day","Saviour's Day"
"Separação","Separação"
"Coqueiro Verde","Coqueiro Verde"
"Rumble In Brighton","Rumble In Brighton"
"So Quiet In Here","So Quiet In Here"
"The Letters","The Letters"
"Wonderous Stories","Wonderous Stories"
"D.M.S.R.","D.M.S.R."
"Mushmouth Shoutin'","Mushmouth Shoutin'"
"Whiskey'n Mama","Whiskey'n Mama"
"Way Out","Way Out"
"Uncle Sam","Uncle Sam"
"I Can't Give You Anything But Love","I Can't Give You Anything But Love"
"Doing That Scrapyard Thing","Doing That Scrapyard Thing"
"September When I First Met You","September When I First Met You"
"Deal 'Em Again","Deal 'Em Again"
"Happy Family","Happy Family"
"Sweet Wine","Sweet Wine"
"It Ain't Me Babe","It Ain't Me Babe"
"Lush Life","Lush Life"
"Prove Your Love","Prove Your Love"
"Speedy's Coming","Speedy's Coming"
"Riding The Scree","Riding The Scree"
"The Battle Of New Orleans","The Battle Of New Orleans"
"Dicen","Dicen"
"The Ladder","The Ladder"
"Sonho Lindo","Sonho Lindo"
"Vox","Vox"
"Like A Hurricane","Like A Hurricane"
"Dreams By The Sea","Dreams By The Sea"
"The Last Time","The Last Time"
"Wanted","Wanted"
"Suave Veneno","Suave Veneno"
"O Chamado","O Chamado"
"Simply Shady","Simply Shady"
"Gone Hollywood","Gone Hollywood"
"Já Que Te Vais","Já Que Te Vais"
"Don't Try Suicide","Don't Try Suicide"
"Um Tempo Pra Nós Dois","Um Tempo Pra Nós Dois"
"This Time","This Time"
"No Llores, Mi Amor","No Llores, Mi Amor"
"Life From A Window","Life From A Window"
"Local","Local"
"Dirge","Dirge"
"Holiday","Holiday"
"There Is A Happy Land","There Is A Happy Land"
"Sem Ter Você","Sem Ter Você"
"Midnight Special","Midnight Special"
"Sell Me A Coat","Sell Me A Coat"
"Down Along the Cove","Down Along the Cove"
"Depend On Me","Depend On Me"
"Paint Pastel Princess","Paint Pastel Princess"
"Hark! The Herald Angels Sing","Hark! The Herald Angels Sing"
"Palmares 1999","Palmares 1999"
"Some Enchanted Evening","Some Enchanted Evening"
"Colours Fly And Catherine Wheel","Colours Fly And Catherine Wheel"
"My Mistakes Were Made For You","My Mistakes Were Made For You"
"What About Livingstone","What About Livingstone"
"Senorita","Senorita"
"Tomorrow","Tomorrow"
"Imagination","Imagination"
"The Wicked Messenger","The Wicked Messenger"
"The Jonah","The Jonah"
"Gonna Sing You My Love Song","Gonna Sing You My Love Song"
"Desde Que Tú Te Has Ido","Desde Que Tú Te Has Ido"
"The Great Suburban Showdown","The Great Suburban Showdown"
"I Promise You","I Promise You"
"In The Rapids","In The Rapids"
"Child Of Vision","Child Of Vision"
"Bomba H","Bomba H"
"Baby Driver","Baby Driver"
"Fallin' Again","Fallin' Again"
"The Girl Can't Help It","The Girl Can't Help It"
"Let Me Entertain You","Let Me Entertain You"
"People In Love","People In Love"
"Light Years","Light Years"
"I'm Tired Joey Boy","I'm Tired Joey Boy"
"Get to You","Get to You"
"Oh Darling","Oh Darling"
"The Cage","The Cage"
"Ton O' Luv","Ton O' Luv"
"Menina do Cateretê","Menina do Cateretê"
"Eu Queria Dizer Que Te Amo Numa Canção","Eu Queria Dizer Que Te Amo Numa Canção"
"Get Down, Make Love","Get Down, Make Love"
"Who Needs You","Who Needs You"
"A Rã","A Rã"
"Turn on the Action","Turn on the Action"
"Te Liga","Te Liga"
"Lucy In The Sky With Diamonds","Lucy In The Sky With Diamonds"
"Ole Man Trouble","Ole Man Trouble"
"Nobody's Child","Nobody's Child"
"Dolce Barbara","Dolce Barbara"
"O Exilado","O Exilado"
"Tea","Tea"
"Josie","Josie"
"Pinky","Pinky"
"Lord Is It Mine","Lord Is It Mine"
"Como Deus Não Há","Como Deus Não Há"
"Um Milagre Em Jericó","Um Milagre Em Jericó"
"Passa Lá","Passa Lá"
"It","It"
"Razzle Dazzle","Razzle Dazzle"
"I Can't Wait Anymore","I Can't Wait Anymore"
"View From A Hill","View From A Hill"
"Sorte Tem Quem Acredita Nela","Sorte Tem Quem Acredita Nela"
"King Kong Song","King Kong Song"
"Na Unção de Deus","Na Unção de Deus"
"Liberty Ship","Liberty Ship"
"Roll The Bones","Roll The Bones"
"Full Moon Madness","Full Moon Madness"
"Dusk","Dusk"
"The Long Black Veil","The Long Black Veil"
"Ballad in Plain D","Ballad in Plain D"
"Understand Your Man","Understand Your Man"
"The Voice","The Voice"
"Demons Are Real","Demons Are Real"
"Judas","Judas"
"Dance Sister Dance (Baila Mi Hermana)","Dance Sister Dance (Baila Mi Hermana)"
"Living And Dying","Living And Dying"
"T-R-O-U-B-L-E","T-R-O-U-B-L-E"
"Dark Lady","Dark Lady"
"Comin' Home","Comin' Home"
"All The Way","All The Way"
"Vow","Vow"
"O My Soul","O My Soul"
"Come With Me","Come With Me"
"The Comedians","The Comedians"
"Windsurfer","Windsurfer"
"Daring Night","Daring Night"
"El Lute","El Lute"
"Bar-B-Q","Bar-B-Q"
"It's Still Here","It's Still Here"
"He Is Your Brother","He Is Your Brother"
"Honey Please, Can't Ya See","Honey Please, Can't Ya See"
"Elegie","Elegie"
"I Bid You Goodnight","I Bid You Goodnight"
"Call Me","Call Me"
"Deus Proverá","Deus Proverá"
"Minha Irmã","Minha Irmã"
"Mistério","Mistério"
"MM's","MM's"
"Gypsy","Gypsy"
"Pictured Life","Pictured Life"
"The Grand Tour","The Grand Tour"
"Uniformes","Uniformes"
"Abundantemente Morte","Abundantemente Morte"
"Ko Ko Blue","Ko Ko Blue"
"Canto Pro Mar","Canto Pro Mar"
"Straight Ahead","Straight Ahead"
"Love Me","Love Me"
"Constantly","Constantly"
"Nature Boy","Nature Boy"
"Parabólica","Parabólica"
"Tommy's Holiday Camp","Tommy's Holiday Camp"
"Eu Não Sou da Sua Rua","Eu Não Sou da Sua Rua"
"Welcome","Welcome"
"Mr. Policeman","Mr. Policeman"
"Boas Novas","Boas Novas"
"The Last Farewell","The Last Farewell"
"Rollin' And Tumblin'","Rollin' And Tumblin'"
"A Rota do Indivíduo (Ferrugem)","A Rota do Indivíduo (Ferrugem)"
"Purr","Purr"
"What A Bringdown","What A Bringdown"
"Percepção","Percepção"
"Turn Around","Turn Around"
"Blacklight","Blacklight"
"One More River","One More River"
"Ship Without a Captain","Ship Without a Captain"
"Honey Bee","Honey Bee"
"The Girl With April In Her Eyes","The Girl With April In Her Eyes"
"Country Boy","Country Boy"
"I Think I Understand","I Think I Understand"
"It Is No Secret (What God Can Do)","It Is No Secret (What God Can Do)"
"The Party's Over","The Party's Over"
"I Heard That Lonesome Whistle","I Heard That Lonesome Whistle"
"Driving Wheel","Driving Wheel"
"It Feels Like Rain","It Feels Like Rain"
"Cérebro Eletrônico","Cérebro Eletrônico"
"Nosso Deus Nunca Falhou","Nosso Deus Nunca Falhou"
"Te Quero","Te Quero"
"Nova Chance","Nova Chance"
"Little Paradise","Little Paradise"
"One Shining Moment","One Shining Moment"
"Leila","Leila"
"Precious Time","Precious Time"
"Poison","Poison"
"Doubt","Doubt"
"Z.I.T.O.","Z.I.T.O."
"Reaching Horizons","Reaching Horizons"
"Sei","Sei"
"Festa","Festa"
"The Sensitive Kind","The Sensitive Kind"
"Transcendance","Transcendance"
"Thunder Road","Thunder Road"
"Peggy Sue Got Married","Peggy Sue Got Married"
"One Day At A Time","One Day At A Time"
"Anjo","Anjo"
"Falar, Falar","Falar, Falar"
"Tank","Tank"
"Don't Let It Show","Don't Let It Show"
"Road Runner","Road Runner"
"When He Returns","When He Returns"
"Liebeslied","Liebeslied"
"Jah Vai Providenciar","Jah Vai Providenciar"
"Novos Céus","Novos Céus"
"Fire Burns Below","Fire Burns Below"
"Amor Verdadeiro","Amor Verdadeiro"
"Four Minutes","Four Minutes"
"Switch","Switch"
"Hey You","Hey You"
"In Love","In Love"
"Regueiros Guerreiros","Regueiros Guerreiros"
"Rock Forever","Rock Forever"
"Papeau Nuky Doe","Papeau Nuky Doe"
"Chameleon","Chameleon"
"Since I Had You","Since I Had You"
"Namoro de Criança","Namoro de Criança"
"Feel All My Love Inside","Feel All My Love Inside"
"Além do Céu Azul","Além do Céu Azul"
"Down Home Town","Down Home Town"
"Sê Feliz","Sê Feliz"
"Music Must Change","Music Must Change"
"Carcass","Carcass"
"Hole In The River","Hole In The River"
"Saint","Saint"
"Is It Alright","Is It Alright"
"Amar é...","Amar é..."
"Love Is The Drug","Love Is The Drug"
"Let Me Go Home","Let Me Go Home"
"Junk","Junk"
"Two Minute Warning","Two Minute Warning"
"Love You 'Til The Day I Die","Love You 'Til The Day I Die"
"Word Salad","Word Salad"
"Tearing Us Apart","Tearing Us Apart"
"Salvation","Salvation"
"Jordan River","Jordan River"
"Viúva de Seis","Viúva de Seis"
"It's Raining","It's Raining"
"Empty","Empty"
"Maria (You Were The Only One)","Maria (You Were The Only One)"
"Winter Melody","Winter Melody"
"Broken Heart","Broken Heart"
"Low Down Freedom","Low Down Freedom"
"If I Had You","If I Had You"
"Desafinado","Desafinado"
"Liza Radley","Liza Radley"
"I Call Your Name","I Call Your Name"
"Promessas Demais","Promessas Demais"
"Popsicle","Popsicle"
"Carnaval","Carnaval"
"Son Of Your Father","Son Of Your Father"
"Credo","Credo"
"I Know But I Don't Know","I Know But I Don't Know"
"We Better Talk This Over","We Better Talk This Over"
"Crooked Piece of Time","Crooked Piece of Time"
"You Can't Hold on Too Long","You Can't Hold on Too Long"
"Revenge","Revenge"
"The King Must Die","The King Must Die"
"How Many Miles Must We March","How Many Miles Must We March"
"Mind","Mind"
"Fracassos","Fracassos"
"Intro","Intro"
"(I've Got To) Stop Thinkin' 'Bout That","(I've Got To) Stop Thinkin' 'Bout That"
"Ready To Fly","Ready To Fly"
"Uno","Uno"
"Don't Take That Attitude To Your Grave","Don't Take That Attitude To Your Grave"
"Never, Never, Never","Never, Never, Never"
"Get The Time","Get The Time"
"In The Night","In The Night"
"Heart of Mine","Heart of Mine"
"Six O'Clock","Six O'Clock"
"Twinkle Snow Powdery Snow","Twinkle Snow Powdery Snow"
"I Want Somebody","I Want Somebody"
"Igreja Velha","Igreja Velha"
"No Te Canses","No Te Canses"
"Sophisticated Lady","Sophisticated Lady"
"No Surrender","No Surrender"
"Don't Ask Me Why","Don't Ask Me Why"
"Las Mañanitas","Las Mañanitas"
"Impossible","Impossible"
"Once Again","Once Again"
"Brincadeira Tem Hora","Brincadeira Tem Hora"
"Heartbeat (That's Emotion)","Heartbeat (That's Emotion)"
"Nobody's Home","Nobody's Home"
"I Won't Forget You","I Won't Forget You"
"Sweet Little Missy","Sweet Little Missy"
"Loreen","Loreen"
"I Wish You Were Here","I Wish You Were Here"
"J.J. Sneed","J.J. Sneed"
"Preciso Ser Amado","Preciso Ser Amado"
"La Carta","La Carta"
"Alcatraz","Alcatraz"
"Pull up the Roots","Pull up the Roots"
"2nd Kelly","2nd Kelly"
"Suicide","Suicide"
"Te Daria Mi Vida","Te Daria Mi Vida"
"Daughter","Daughter"
"God's Comic","God's Comic"
"After All These Years","After All These Years"
"I Don't Love You","I Don't Love You"
"I, John","I, John"
"The Gypsy's Wife","The Gypsy's Wife"
"Jah No Dead","Jah No Dead"
"Liza","Liza"
"The Tower","The Tower"
"Agora Ninguém Chora Mais","Agora Ninguém Chora Mais"
"Just Another Poor Boy","Just Another Poor Boy"
"Way of the World","Way of the World"
"She Wears My Ring","She Wears My Ring"
"Toussaint L'Overture","Toussaint L'Overture"
"Lloran Piedras","Lloran Piedras"
"Cry, Cry, Cry","Cry, Cry, Cry"
"Good Rockin' Tonight","Good Rockin' Tonight"
"Drug Train","Drug Train"
"Barangrill","Barangrill"
"When I Fall In Love","When I Fall In Love"
"Amore Contro","Amore Contro"
"Roses Blue","Roses Blue"
"Machine Messiah","Machine Messiah"
"My Blue Ridge Mountain Boy","My Blue Ridge Mountain Boy"
"Soul Deep","Soul Deep"
"Swept Away","Swept Away"
"Lately","Lately"
"Move Over","Move Over"
"Colour Of Love","Colour Of Love"
"Ten Dollar Man","Ten Dollar Man"
"Niki Hoeky","Niki Hoeky"
"Hi It's Been A Long Time","Hi It's Been A Long Time"
"Power Of The Gospel","Power Of The Gospel"
"Stone Cold Crazy","Stone Cold Crazy"
"Take Comfort","Take Comfort"
"Rose Garden","Rose Garden"
"Burned","Burned"
"Celeste","Celeste"
"How the Web Was Woven","How the Web Was Woven"
"Strawberry Sex","Strawberry Sex"
"Motherland","Motherland"
"Street Kids","Street Kids"
"One Good Reason","One Good Reason"
"The Door Is Always Open","The Door Is Always Open"
"It's Midnight","It's Midnight"
"Just Put Some Love In Your Heart","Just Put Some Love In Your Heart"
"Paixão E Fé","Paixão E Fé"
"Steady Rollin' Man","Steady Rollin' Man"
"Torture","Torture"
"Strange Wings","Strange Wings"
"80","80"
"One Of My Lies","One Of My Lies"
"Massacre","Massacre"
"Disappearing Boy","Disappearing Boy"
"Sleepless","Sleepless"
"Estação do Inferno","Estação do Inferno"
"See Me","See Me"
"Play It All Night Long","Play It All Night Long"
"The Nail","The Nail"
"Security","Security"
"Just A Little Bit","Just A Little Bit"
"Lonely Is The Hunter","Lonely Is The Hunter"
"Come Back Baby","Come Back Baby"
"Indescribably Blue","Indescribably Blue"
"Peregrine","Peregrine"
"I Really Didn't Mean It","I Really Didn't Mean It"
"Omens","Omens"
"Holocaust","Holocaust"
"That's All You Gotta Do","That's All You Gotta Do"
"Winter Wonderland","Winter Wonderland"
"Baby As You Turn Away","Baby As You Turn Away"
"Country Lanes","Country Lanes"
"Santa Baby","Santa Baby"
"I See A Boat On The River","I See A Boat On The River"
"Automatic Blues","Automatic Blues"
"Stand By Your Man","Stand By Your Man"
"Words","Words"
"Kung Fu","Kung Fu"
"Not For The Innocent","Not For The Innocent"
"My Sensitivity (Gets in the Way)","My Sensitivity (Gets in the Way)"
"String Along","String Along"
"Distant Skies","Distant Skies"
"Fool's Paradise","Fool's Paradise"
"My Fault","My Fault"
"Soldier Blue","Soldier Blue"
"I'm Gonna Follow You","I'm Gonna Follow You"
"Practice What You Preach","Practice What You Preach"
"Luz","Luz"
"Where Did You Sleep Last Night","Where Did You Sleep Last Night"
"Two Sides Of The Coin","Two Sides Of The Coin"
"O Trovador","O Trovador"
"Lead Me On","Lead Me On"
"Secret Life","Secret Life"
"Drinking Champagne","Drinking Champagne"
"My Heroes Have Always Been Cowboys","My Heroes Have Always Been Cowboys"
"The Drive-By","The Drive-By"
"Ae, Ao","Ae, Ao"
"Not The Moment","Not The Moment"
"We Can't Go Wrong","We Can't Go Wrong"
"That's All You Need","That's All You Need"
"Back of My Mind","Back of My Mind"
"The Feeling's Back","The Feeling's Back"
"Candidato Caô Caô","Candidato Caô Caô"
"Love You Like I Do","Love You Like I Do"
"You'll Be Mine","You'll Be Mine"
"Drown Together","Drown Together"
"What Makes The World Go Round","What Makes The World Go Round"
"Nobody Knows","Nobody Knows"
"The Beginning Of The End","The Beginning Of The End"
"Jack Action","Jack Action"
"Sex Drive","Sex Drive"
"Amiguinha Xuxa","Amiguinha Xuxa"
"Don't Tell Me No","Don't Tell Me No"
"Silent Scream","Silent Scream"
"King Of The Mountain","King Of The Mountain"
"Caught in the Game","Caught in the Game"
"Always Run To You","Always Run To You"
"Hikari Sentai Maskman","Hikari Sentai Maskman"
"Cat's Squirrel","Cat's Squirrel"
"Festa do Estica E Puxa","Festa do Estica E Puxa"
"Kill Your Sons","Kill Your Sons"
"Come A Long Way","Come A Long Way"
"Aftershock","Aftershock"
"Warrior","Warrior"
"Legions","Legions"
"Into The Night","Into The Night"
"Suddenly Love","Suddenly Love"
"With You","With You"
"Heartbeat","Heartbeat"
"The Possession","The Possession"
"Beija-Flor","Beija-Flor"
"First in Line","First in Line"
"I'm Still In Love With You","I'm Still In Love With You"
"Don't Fence Me In","Don't Fence Me In"
"Sacrifice","Sacrifice"
"Ace In The Hole","Ace In The Hole"
"You Know What You Are","You Know What You Are"
"Just One Of Those Things","Just One Of Those Things"
"Children Of The Night","Children Of The Night"
"The Invisible Boy","The Invisible Boy"
"Now Is The Time","Now Is The Time"
"Border Song (Holy Moses)","Border Song (Holy Moses)"
"Silver Girl","Silver Girl"
"Roots Radical","Roots Radical"
"Belly Button Window","Belly Button Window"
"Drowned","Drowned"
"Boxers","Boxers"
"Doctor Jimmy","Doctor Jimmy"
"Elephant Stone","Elephant Stone"
"Never Surrender","Never Surrender"
"This Train","This Train"
"Pretty Peggy-O","Pretty Peggy-O"
"Freight Train Blues","Freight Train Blues"
"O Little Town Of Bethlehem","O Little Town Of Bethlehem"
"More","More"
"A Blossom Fell","A Blossom Fell"
"Ain't Nobody's Business If I Do","Ain't Nobody's Business If I Do"
"You Better Go Now","You Better Go Now"
"Macka Splaff","Macka Splaff"
"Comfort You","Comfort You"
"Vuelvo Al Sur","Vuelvo Al Sur"
"One More Arrow","One More Arrow"
"Goodbye My Love","Goodbye My Love"
"The Lord Loves The One (That Loves The Lord)","The Lord Loves The One (That Loves The Lord)"
"Mansion over the Hilltop","Mansion over the Hilltop"
"Love Child","Love Child"
"Riot In The Dungeons","Riot In The Dungeons"
"Meio de Campo","Meio de Campo"
"I'm Gonna Walk Dem Golden Stairs","I'm Gonna Walk Dem Golden Stairs"
"Pára-Raio","Pára-Raio"
"Somos La Semilla","Somos La Semilla"
"Love For Sale","Love For Sale"
"You Can Be Mine","You Can Be Mine"
"Frankfort Special","Frankfort Special"
"Trip At The Brain","Trip At The Brain"
"Alberta #1","Alberta #1"
"Love Gives Love Takes","Love Gives Love Takes"
"Burger Man","Burger Man"
"De Palavra Em Palavra","De Palavra Em Palavra"
"He Doesn't Know I'm Alive","He Doesn't Know I'm Alive"
"Muito Obrigado","Muito Obrigado"
"Sai do Sereno","Sai do Sereno"
"Johnny Boy","Johnny Boy"
"I Am That I Am","I Am That I Am"
"Dos","Dos"
"He's Got The Whole World In His Hands","He's Got The Whole World In His Hands"
"Nine Lives","Nine Lives"
"The Bubble","The Bubble"
"Tamborine","Tamborine"
"Enough To Be On Your Way","Enough To Be On Your Way"
"Sneaky Feelings","Sneaky Feelings"
"By The Time I Get To Phoenix","By The Time I Get To Phoenix"
"Loser Gone Wild","Loser Gone Wild"
"Charon","Charon"
"Talking Old Soldiers","Talking Old Soldiers"
"Blue Canadian Rockies","Blue Canadian Rockies"
"Nag","Nag"
"Laura Palmer","Laura Palmer"
"My Feet Keep Dancing","My Feet Keep Dancing"
"Helpless Dancer","Helpless Dancer"
"Love Cuts Deep","Love Cuts Deep"
"Release, Release","Release, Release"
"Dark Ages","Dark Ages"
"Behind These Walls","Behind These Walls"
"Fire","Fire"
"Cuando Vivas Conmigo","Cuando Vivas Conmigo"
"No Me Amenaces","No Me Amenaces"
"This Town","This Town"
"About You","About You"
"A Day In The Life","A Day In The Life"
"Sexuality","Sexuality"
"The Entertaining Of A Shy Girl","The Entertaining Of A Shy Girl"
"Nothing Was Delivered","Nothing Was Delivered"
"Sand And Foam","Sand And Foam"
"Ligeia","Ligeia"
"Meathook","Meathook"
"A Few Good Men","A Few Good Men"
"Cremation","Cremation"
"You Angel You","You Angel You"
"Please Don't Stop Loving Me","Please Don't Stop Loving Me"
"Too Bad","Too Bad"
"Tomorrow Never Comes","Tomorrow Never Comes"
"Tough Mama","Tough Mama"
"Dies Irae","Dies Irae"
"What a Wonderful Life","What a Wonderful Life"
"Traveling Man","Traveling Man"
"Sodoma E Gomorra","Sodoma E Gomorra"
"Paths That Cross","Paths That Cross"
"A Time And Place","A Time And Place"
"Funeral","Funeral"
"Até Que Enfim Encontrei Você","Até Que Enfim Encontrei Você"
"Lakeside Park","Lakeside Park"
"Nepenthe","Nepenthe"
"Turn Of The Century","Turn Of The Century"
"Então Se Verá","Então Se Verá"
"Secret Ambition","Secret Ambition"
"Stop and Think","Stop and Think"
"Vision Of Love","Vision Of Love"
"Mystery Dance","Mystery Dance"
"Plus Profond","Plus Profond"
"If These Are Good Times","If These Are Good Times"
"Fight From The Inside","Fight From The Inside"
"Do It All Night","Do It All Night"
"Infidelity","Infidelity"
"The Prisoner","The Prisoner"
"I'll Sleep When I'm Dead","I'll Sleep When I'm Dead"
"Dream of Life","Dream of Life"
"Brown Baby","Brown Baby"
"Slow Movin' Outlaw","Slow Movin' Outlaw"
"Totally Nude","Totally Nude"
"Night People","Night People"
"Blast Off","Blast Off"
"Judia de Mim","Judia de Mim"
"Skin Trade","Skin Trade"
"Thunderhead","Thunderhead"
"Blues Power","Blues Power"
"Ro Ro Rosey","Ro Ro Rosey"
"Menina de Trança","Menina de Trança"
"Jingle Bells","Jingle Bells"
"Oasis","Oasis"
"Killing Machine","Killing Machine"
"Wayne","Wayne"
"Hair of the Dog","Hair of the Dog"
"Evening Star","Evening Star"
"Much More Than This","Much More Than This"
"Two Hands","Two Hands"
"Man With An Open Heart","Man With An Open Heart"
"I Feel Possessed","I Feel Possessed"
"Heaven's On Fire","Heaven's On Fire"
"Morning Rain","Morning Rain"
"Romeos","Romeos"
"Makin' Love","Makin' Love"
"Shock Wave","Shock Wave"
"Down The Road","Down The Road"
"Goodbye's All We've Got Left","Goodbye's All We've Got Left"
"Catch Your Train","Catch Your Train"
"One Year Of Love","One Year Of Love"
"Mona Lisa","Mona Lisa"
"Tomorrow And Tonight","Tomorrow And Tonight"
"Tenant","Tenant"
"Small Talk Stinks","Small Talk Stinks"
"Fame Is","Fame Is"
"Best Of Me","Best Of Me"
"General Penitentiary","General Penitentiary"
"Present Arms","Present Arms"
"Blue Blooded Woman","Blue Blooded Woman"
"Plastic Smile","Plastic Smile"
"Should I Laugh Or Cry","Should I Laugh Or Cry"
"Breakdown","Breakdown"
"You Say Yes","You Say Yes"
"Here Without You","Here Without You"
"Secret Agent Man","Secret Agent Man"
"God Only Knows","God Only Knows"
"Come Here My Love","Come Here My Love"
"Escape","Escape"
"Years Ago","Years Ago"
"Shout","Shout"
"She Loves Me Back","She Loves Me Back"
"Good Enough","Good Enough"
"The War Drags On","The War Drags On"
"Plastic Passion","Plastic Passion"
"Starlight","Starlight"
"Ye Si Ca","Ye Si Ca"
"Planet Earth","Planet Earth"
"Hit The Floor","Hit The Floor"
"God Is Standing By","God Is Standing By"
"Magic","Magic"
"Tattooed Millionaire","Tattooed Millionaire"
"But I'm Different Now","But I'm Different Now"
"To Try for the Sun","To Try for the Sun"
"No Show","No Show"
"Remember the Alamo","Remember the Alamo"
"Yokan","Yokan"
"The Final Sound","The Final Sound"
"Demon's Eye","Demon's Eye"
"Fearless Heart","Fearless Heart"
"The Pinnacle","The Pinnacle"
"What's She Really Like","What's She Really Like"
"Deep Silent Complete","Deep Silent Complete"
"Need Your Loving Tonight","Need Your Loving Tonight"
"Third World Girl","Third World Girl"
"I've Found Someone","I've Found Someone"
"King Of The Mountain","King Of The Mountain"
"Cup Of Loneliness","Cup Of Loneliness"
"Embraceable You","Embraceable You"
"When Your Body Gets Weak","When Your Body Gets Weak"
"Brief Is the Light","Brief Is the Light"
"Neverlasting","Neverlasting"
"Motherless Child","Motherless Child"
"If You Were There","If You Were There"
"Family Snapshot","Family Snapshot"
"Mr. Natural","Mr. Natural"
"A Brand New Me","A Brand New Me"
"The Chair","The Chair"
"Have Fun (Again)","Have Fun (Again)"
"Sentimental Me","Sentimental Me"
"Hey Now","Hey Now"
"She Was My Lady","She Was My Lady"
"There Is No God But God","There Is No God But God"
"An Evening Prayer","An Evening Prayer"
"A Thing Called Love","A Thing Called Love"
"Everytime We Fall In Love","Everytime We Fall In Love"
"It's Too Late","It's Too Late"
"It's No Secret","It's No Secret"
"Spread Love","Spread Love"
"It Doesn't Matter","It Doesn't Matter"
"Secret Dreams","Secret Dreams"
"I'm Going Home","I'm Going Home"
"It Feels So Right","It Feels So Right"
"We Used To","We Used To"
"Down Brownie","Down Brownie"
"Forever","Forever"
"Just Crazy Love","Just Crazy Love"
